Model,Release Date,Release Year,Model ID,Device Type,Year,Month,Company,Company_real,Company ID,RAM Capacity (Mb),Storage (Mb),CPU Clock (MHz),Display Diagonal (in),Display Width(px),Display Length(px),Mass (grams),Pixel Density (per inch),Mass New,Depth New,principal component 1,principal component 2,Width (mm),Length (mm),Depth (mm),Volume (cubic cm),Mass (grams)
Samsung SGH-i827D Galaxy Ace Q,2012-07-01,2012.5,2808,Phone,2012,7,Samsung,Samsung,113,0.249977111,0.060624562,0.399726275,0.107913669,0.089430894,0.222222222,0.013146552,0.344522968,0.986853448,0.949967928,0.045611985,-0.084090463,0.142428377,0.265983607,0.050032072,0.010449008,0.013146552
Samsung SGH-T989 Galaxy SII Plus (Samsung Hercules),2012-07-01,2012.5,2809,Phone,2012,7,Samsung,Samsung,113,0.499984741,0.249999232,0.749885948,0.201438849,0.154471545,0.380952381,0.015517241,0.408884402,0.984482759,0.978062861,0.541246407,-0.06213407,0.172442019,0.334016393,0.021937139,0.009100058,0.015517241
Samsung SHV-E170K Galaxy R Style (Samsung Jaguar),2012-07-01,2012.5,2810,Phone,2012,7,Samsung,Samsung,113,0.499984741,0.249999232,0.755888685,0.18705036,0.178861789,0.46031746,0.014439655,0.535840485,0.985560345,0.976330981,0.614346334,-0.146469282,0.158253752,0.323770492,0.023669019,0.007858168,0.014439655
Samsung SHV-E170L Galaxy R Style (Samsung Jaguar),2012-07-01,2012.5,2811,Phone,2012,7,Samsung,Samsung,113,0.499984741,0.249999232,0.755888685,0.18705036,0.178861789,0.46031746,0.014439655,0.535840485,0.985560345,0.976330981,0.614346334,-0.146469282,0.158253752,0.323770492,0.023669019,0.007858168,0.014439655
Samsung SHV-E170S Galaxy R Style (Samsung Jaguar),2012-07-01,2012.5,2812,Phone,2012,7,Samsung,Samsung,113,0.499984741,0.249999232,0.755888685,0.18705036,0.178861789,0.46031746,0.014439655,0.535840485,0.985560345,0.976330981,0.614346334,-0.146469282,0.158253752,0.323770492,0.023669019,0.007858168,0.014439655
Samsung SHV-E210K Galaxy S III LTE,2012-07-01,2012.5,2813,Phone,2012,7,Samsung,Samsung,113,1,0.499999488,0.699863138,0.223021583,0.25203252,0.619047619,0.016918103,0.66027259,0.983081897,0.978832585,1.051991521,-0.109449675,0.174897681,0.359016393,0.021167415,0.009977946,0.016918103
Samsung SHV-E210L Galaxy S III LTE,2012-07-01,2012.5,2814,Phone,2012,7,Samsung,Samsung,113,1,0.499999488,0.699863138,0.223021583,0.25203252,0.619047619,0.016918103,0.66027259,0.983081897,0.978832585,1.051991521,-0.109449675,0.174897681,0.359016393,0.021167415,0.009977946,0.016918103
Samsung SHV-E210S Galaxy S III LTE,2012-07-01,2012.5,2815,Phone,2012,7,Samsung,Samsung,113,1,0.499999488,0.699863138,0.223021583,0.25203252,0.619047619,0.016918103,0.66027259,0.983081897,0.978832585,1.051991521,-0.109449675,0.174897681,0.359016393,0.021167415,0.009977946,0.016918103
Samsung SHW-M340S Galaxy M Style,2012-07-01,2012.5,2816,Phone,2012,7,Samsung,Samsung,113,0.249977111,0.060624562,0.499771896,0.165467626,0.154471545,0.380952381,0.013685345,0.481322564,0.986314655,0.974983964,0.227596197,-0.145516609,0.154160982,0.301229508,0.025016036,0.007087339,0.013685345
Samsung SHW-M480S Galaxy Note 10.1,2012-07-01,2012.5,2817,Phone,2012,7,Samsung,Samsung,113,1,0.249999232,0.699863138,0.604316547,0.479674797,0.380952381,0.11637931,0.266279657,0.88362069,0.982039769,0.897364304,0.404113253,0.697135061,0.536885246,0.017960231,0.080423099,0.11637931
Samsung SHW-M480W Galaxy Note 10.1 WiFi 32GB,2012-07-01,2012.5,2818,Phone,2012,7,Samsung,Samsung,113,1,0.499999488,0.699863138,0.604316547,0.479674797,0.380952381,0.115732759,0.266279657,0.884267241,0.982039769,0.980707298,0.483278931,0.697135061,0.536885246,0.017960231,0.080423099,0.115732759
SoftBank Sharp Aquos Phone Xx 106SH,2012-07-01,2012.5,2819,Phone,2012,7,SoftBank,SoftBank,122,0.499984741,0.499999488,0.749885948,0.215827338,0.25203252,0.619047619,0.01875,0.679202423,0.98125,0.96985247,0.819280264,-0.126401957,0.165075034,0.331967213,0.03014753,0.01070595,0.01875
Sony Xperia Miro ST23 / ST23i (Sony Mesona),2012-07-01,2012.5,2820,Phone,2012,7,Sony,Sony Corporation,123,0.249977111,0.060624562,0.399726275,0.129496403,0.089430894,0.222222222,0.010775862,0.30338213,0.989224138,0.975625401,0.039611271,-0.05152341,0.144338336,0.262295082,0.024374599,0.004796266,0.010775862
Sony Xperia Neo L MT25 / MT25i,2012-07-01,2012.5,2821,Phone,2012,7,Sony,Sony Corporation,123,0.249977111,0.016777517,0.499771896,0.165467626,0.154471545,0.407738095,0.015409483,0.509843513,0.984590517,0.957023733,0.230294938,-0.176984255,0.148703956,0.290983607,0.042976267,0.010620303,0.015409483
Sony Xperia Tipo ST21 / ST21i (Sony Tapioca SS),2012-07-01,2012.5,2822,Phone,2012,7,Sony,Sony Corporation,123,0.249977111,0.060624562,0.399726275,0.107913669,0.089430894,0.222222222,0.008491379,0.344522968,0.991508621,0.95574086,0.045865725,-0.08652071,0.137789905,0.221311475,0.04425914,0.006894632,0.008491379
Sprint Samsung SPH-L710 Galaxy S III LTE 32GB,2012-07-01,2012.5,2823,Phone,2012,7,Sprint,Sprint Corporation,126,1,0.499999488,0.755888685,0.223021583,0.25203252,0.619047619,0.015732759,0.659767794,0.984267241,0.98396408,1.081903948,-0.118429977,0.174897681,0.359016393,0.01603592,0.008307817,0.015732759
Toshiba Excite 13 T AT330 / Excite 13.3 AT335 64GB,2012-07-01,2012.5,2824,Phone,2012,7,Toshiba,Toshiba Corporation,136,0.499984741,1,0.749885948,0.834532374,0.609756098,0.430555556,0.202586207,0.236244321,0.797413793,0.975625401,1.00081555,0.861936397,0.920327422,0.665163934,0.024374599,0.144551742,0.202586207
Verizon HTC Droid Incredible 4G LTE ADR6410 (HTC Fireball),2012-07-01,2012.5,2825,Phone,2012,7,Verizon,Verizon Communications,143,0.499984741,0.125838031,0.599817517,0.165467626,0.178861789,0.46031746,0.015517241,0.587077234,0.984482759,0.964079538,0.499938461,-0.202651072,0.148703956,0.299180328,0.035920462,0.009207117,0.015517241
Verizon Samsung SCH-i535 Galaxy S3,2012-07-01,2012.5,2826,Phone,2012,7,Verizon,Verizon Communications,143,1,0.249999232,0.755888685,0.223021583,0.25203252,0.619047619,0.017241379,0.659767794,0.982758621,0.98396408,0.998587433,-0.197238241,0.174897681,0.359016393,0.01603592,0.008307817,0.017241379
ZTE Grand X U970,2012-07-01,2012.5,2827,Phone,2012,7,ZTE,ZTE,156,0.249977111,0.062079576,0.499771896,0.18705036,0.178861789,0.46031746,0.010775862,0.535840485,0.989224138,0.975625401,0.284143368,-0.167669152,0.158526603,0.319672131,0.024374599,0.007943815,0.010775862
ZTE N880E,2012-07-01,2012.5,2828,Phone,2012,7,ZTE,ZTE,156,0.249977111,0.062079576,0.499771896,0.129496403,0.154471545,0.380952381,0.015086207,0.560070671,0.984913793,0.972418217,0.243763409,-0.209584851,0.148703956,0.286885246,0.027581783,0.006723337,0.015086207
Acer Liquid Glow E330,2012-08-01,2012.583333,2829,Phone,2012,8,Acer,Acer,3,0.249977111,0.016777517,0.499771896,0.143884892,0.154471545,0.380952381,0.014008621,0.524230187,0.985991379,0.966003849,0.220579383,-0.19530061,0.141609823,0.278688525,0.033996151,0.007237222,0.014008621
Alcatel One Touch OT-993,2012-08-01,2012.583333,2830,Phone,2012,8,Alcatel,Alcatel-Lucent,6,0.249977111,0.062079576,0.499771896,0.165467626,0.154471545,0.380952381,0.019396552,0.480060575,0.980603448,0.965362412,0.227224082,-0.14114467,0.156616644,0.309016393,0.034637588,0.010127829,0.019396552
Archos Elements 97 Carbon,2012-08-01,2012.583333,2831,Phone,2012,8,Archos,Archos,11,0.499984741,0.249999232,0.499771896,0.575539568,0.375609756,0.365079365,0.120689655,0.22160525,0.879310345,0.965362412,0.477967932,0.417924441,0.634379263,0.553278689,0.034637588,0.098837334,0.120689655
Casio V-T500-J,2012-08-01,2012.583333,2832,Phone,2012,8,Casio,Casio,26,0.499984741,0.249999232,0.749885948,0.604316547,0.479674797,0.380952381,0.026077586,0.480060575,0.973922414,0.946760744,0.718848953,0.246144009,0.716234652,0.577868852,0.053239256,0.022032846,0.026077586
Casio V-T500-WJ,2012-08-01,2012.583333,2833,Phone,2012,8,Casio,Casio,26,0.499984741,0.249999232,0.749885948,0.604316547,0.479674797,0.380952381,0.155172414,0.266027259,0.844827586,0.946760744,0.659807472,0.419756533,0.716234652,0.577868852,0.053239256,0.148148941,0.155172414
Detailed Technical Datasheet of Casio V-T500-WJ,2012-08-01,2012.583333,2834,Phone,2012,8,Detailed,Bluebird Soft Inc,23,0.499984741,0.250005786,0.749885948,0.604316547,0.479674797,0.380952381,0.025862069,0.463149924,0.974137931,0.946760744,0.713866394,0.255544966,0.716234652,0.577868852,0.053239256,0.014966919,0.025862069
Huawei Ascend G312 QWERTY U8730 (Huawei Buddy),2012-08-01,2012.583333,2835,Phone,2012,8,Huawei,Huawei,62,0.499984741,0.062079576,0.699863138,0.165467626,0.154471545,0.380952381,0.026939655,0.480060575,0.973060345,0.948043618,0.463900732,-0.168155789,0.155525239,0.30942623,0.051956382,0.014602916,0.026939655
Huawei Ascend P1 TD (Huawei T9200),2012-08-01,2012.583333,2836,Phone,2012,8,Huawei,Huawei,62,0.499984741,0.062079576,0.76789416,0.18705036,0.178861789,0.46031746,0.010775862,0.535840485,0.989224138,0.989801155,0.558871368,-0.210648489,0.159345157,0.327868852,0.010198845,0.004346616,0.010775862
Huawei Ascend Y200T (Huawei T8620),2012-08-01,2012.583333,2837,Phone,2012,8,Huawei,Huawei,62,0.249977111,0.016777517,0.499771896,0.129496403,0.089430894,0.222222222,0.010775862,0.30338213,0.989224138,0.964079538,0.077312669,-0.079325167,0.148703956,0.278688525,0.035920462,0.008436289,0.010775862
Kyocera Rise C5155,2012-08-01,2012.583333,2838,Phone,2012,8,Kyocera,Kyocera Corporation,74,0.249977111,0.031878203,0.499771896,0.129496403,0.089430894,0.222222222,0.020905172,0.30338213,0.979094828,0.947402181,0.081513036,-0.068882487,0.1473397,0.262295082,0.052597819,0.011498191,0.020905172
Motorola Atrix HD LTE MB886 (Motorola Dinara),2012-08-01,2012.583333,2839,Phone,2012,8,Motorola,Motorola,87,0.499984741,0.125838031,0.755888685,0.201438849,0.25203252,0.619047619,0.017241379,0.713780919,0.982758621,0.985246953,0.705946865,-0.275998782,0.172987722,0.346311475,0.014753047,0.007344282,0.017241379
Motorola Defy Pro XT560 A,2012-08-01,2012.583333,2840,Phone,2012,8,Motorola,Motorola,87,0.249977111,0.016777517,0.499771896,0.071942446,0.154471545,0.142857143,0.012068966,0.424028269,0.987931034,0.959910199,0.086049254,-0.147837679,0.162346521,0.253278689,0.040089801,0.009892298,0.012068966
Motorola Defy XT XT556 / XT557,2012-08-01,2012.583333,2841,Phone,2012,8,Motorola,Motorola,87,0.249977111,0.016777517,0.499771896,0.143884892,0.154471545,0.407738095,0.011853448,0.556032307,0.988146552,0.962475946,0.239737536,-0.217536424,0.141882674,0.270491803,0.037524054,0.00777252,0.011853448
Motorola ELECTRIFY 2 XT881 (Motorola Yangtze),2012-08-01,2012.583333,2842,Phone,2012,8,Motorola,Motorola,87,0.499984741,0.125018766,0.599817517,0.18705036,0.178861789,0.46031746,0.02112069,0.535840485,0.97887931,0.985567672,0.490650953,-0.161012372,0.161800819,0.325819672,0.014432328,0.012740081,0.02112069
Motorola Photon Q 4G LTE XT897 (Motorola Asanti),2012-08-01,2012.583333,2843,Phone,2012,8,Motorola,Motorola,87,0.499984741,0.125838031,0.755888685,0.18705036,0.178861789,0.46031746,0.023706897,0.535840485,0.976293103,0.951250802,0.571505738,-0.179904251,0.162346521,0.317213115,0.048749198,0.015031154,0.023706897
Motorola RAZR V XT885 (Motorola Yangtze),2012-08-01,2012.583333,2844,Phone,2012,8,Motorola,Motorola,87,0.499984741,0.062079576,0.599817517,0.18705036,0.178861789,0.46031746,0.014008621,0.535840485,0.985991379,0.985567672,0.469445361,-0.183958995,0.161800819,0.325819672,0.014432328,0.005674154,0.014008621
NTT DoCoMo Fujitsu Arrows W F-04E,2012-08-01,2012.583333,2845,Phone,2012,8,NTT,"NTT DOCOMO, Inc",94,0.499984741,0.249999232,0.749885948,0.208633094,0.25203252,0.619047619,0.020474138,0.692579505,0.979525862,0.960872354,0.73781788,-0.216078308,0.165075034,0.352459016,0.039127646,0.014174678,0.020474138
NTT DoCoMo Fujitsu F-09D Anteprima,2012-08-01,2012.583333,2846,Phone,2012,8,NTT,"NTT DOCOMO, Inc",94,0.499984741,0.031878203,0.699863138,0.143884892,0.154471545,0.380952381,0.012931034,0.524230187,0.987068966,0.966003849,0.463216764,-0.222588493,0.14324693,0.295081967,0.033996151,0.007986639,0.012931034
NTT DoCoMo LG L-06D Optimus Vu / JOJO,2012-08-01,2012.583333,2847,Phone,2012,8,NTT,"NTT DOCOMO, Inc",94,0.499984741,0.499999488,0.749885948,0.237410072,0.271544715,0.492063492,0.025,0.5340737,0.975,0.978832585,0.738439931,-0.006179563,0.228922237,0.37295082,0.021167415,0.016037514,0.025
NTT DoCoMo Samsung Galaxy S III LTE SC-06D,2012-08-01,2012.583333,2848,Phone,2012,8,NTT,"NTT DOCOMO, Inc",94,0.499984741,0.499999488,0.755888685,0.223021583,0.25203252,0.619047619,0.017025862,0.659767794,0.982974138,0.978832585,0.818783528,-0.113652804,0.175989086,0.360655738,0.021167415,0.010127829,0.017025862
NTT DoCoMo Sharp Aquos Phone sv SH-10D,2012-08-01,2012.583333,2849,Phone,2012,8,NTT,"NTT DOCOMO, Inc",94,0.499984741,0.125838031,0.755888685,0.201438849,0.25203252,0.619047619,0.016810345,0.713780919,0.983189655,0.966645285,0.704655282,-0.274565693,0.156889495,0.31557377,0.033354715,0.010063593,0.016810345
Pioneer P80w,2012-08-01,2012.583333,2850,Phone,2012,8,Pioneer,Hunan Suning Pioneer Electronics,63,0.499984741,0.062079576,0.499771896,0.201438849,0.178861789,0.46031746,0.020818966,0.507319536,0.979181034,0.977549711,0.41053845,-0.141107824,0.171077763,0.354508197,0.022450289,0.009828062,0.020818966
Samsung GT-N8000 Galaxy Note 10.1 32GB / Galaxy Note 800,2012-08-01,2012.583333,2851,Phone,2012,8,Samsung,Samsung,113,1,0.499999488,0.699863138,0.604316547,0.479674797,0.380952381,0.11637931,0.264512872,0.88362069,0.982039769,0.980207055,0.484538299,0.697135061,0.536885246,0.017960231,0.080423099,0.11637931
Samsung GT-N8000 Galaxy Note 10.1 64GB,2012-08-01,2012.583333,2852,Phone,2012,8,Samsung,Samsung,113,1,1,0.699863138,0.604316547,0.479674797,0.380952381,0.11637931,0.264512872,0.88362069,0.982039769,1.146932762,0.643405775,0.697135061,0.536885246,0.017960231,0.080423099,0.11637931
Samsung GT-N8010 Galaxy Note 10.1 WiFi 32GB,2012-08-01,2012.583333,2853,Phone,2012,8,Samsung,Samsung,113,1,0.499999488,0.699863138,0.604316547,0.479674797,0.380952381,0.115732759,0.264512872,0.884267241,0.982039769,0.980187196,0.484270239,0.697135061,0.536885246,0.017960231,0.080423099,0.115732759
Samsung GT-N8010 Galaxy Note 10.1 WiFi 64GB,2012-08-01,2012.583333,2854,Phone,2012,8,Samsung,Samsung,113,1,1,0.699863138,0.604316547,0.479674797,0.380952381,0.115732759,0.264512872,0.884267241,0.982039769,1.146912903,0.643137715,0.697135061,0.536885246,0.017960231,0.080423099,0.115732759
Sony Xperia acro S LT26w (Sony Hikari),2012-08-01,2012.583333,2855,Phone,2012,8,Sony,Sony Corporation,123,0.499984741,0.249999232,0.755888685,0.18705036,0.25203252,0.619047619,0.01875,0.751640586,0.98125,0.962796665,0.754050563,-0.263679897,0.162346521,0.31557377,0.037203335,0.011755134,0.01875
Sony Xperia advance ST27a (Sony Lotus),2012-08-01,2012.583333,2856,Phone,2012,8,Sony,Sony Corporation,123,0.249977111,0.125838031,0.499771896,0.129496403,0.089430894,0.222222222,0.010775862,0.30338213,0.989224138,0.976266838,0.11451655,-0.04572887,0.146793997,0.254098361,0.023733162,0.004603559,0.010775862
Sony Xperia go ST27 / ST27i (Sony Lotus),2012-08-01,2012.583333,2857,Phone,2012,8,Sony,Sony Corporation,123,0.249977111,0.125838031,0.499771896,0.129496403,0.089430894,0.222222222,0.010775862,0.30338213,0.989224138,0.976266838,0.11451655,-0.04572887,0.146793997,0.254098361,0.023733162,0.004603559,0.010775862
Sony Xperia GX SO-04D (Sony Hayabusa),2012-08-01,2012.583333,2858,Phone,2012,8,Sony,Sony Corporation,123,0.499984741,0.249999232,0.755888685,0.208633094,0.25203252,0.619047619,0.014439655,0.702423019,0.985560345,0.964720975,0.743981668,-0.225328905,0.17053206,0.336065574,0.035279025,0.013018436,0.014439655
Sony Xperia Tipo Dual ST21i2 (Sony Tapioca DS),2012-08-01,2012.583333,2859,Phone,2012,8,Sony,Sony Corporation,123,0.249977111,0.060624562,0.399726275,0.107913669,0.089430894,0.222222222,0.008491379,0.344522968,0.991508621,0.95574086,0.045865725,-0.08652071,0.137789905,0.221311475,0.04425914,0.006894632,0.008491379
T-Mobile Ascend G312 U8680 (Huawei Phoenix),2012-08-01,2012.583333,2860,Phone,2012,8,T-Mobile,T-Mobile,128,0.499984741,0.062079576,0.699863138,0.165467626,0.154471545,0.380952381,0.017241379,0.480060575,0.982758621,0.972418217,0.465277914,-0.174288702,0.152742156,0.267622951,0.027581783,0.006466394,0.017241379
T-Mobile myTouch Q U8730 (Huawei Buddy),2012-08-01,2012.583333,2861,Phone,2012,8,T-Mobile,T-Mobile,128,0.499984741,0.062079576,0.699863138,0.165467626,0.154471545,0.380952381,0.026939655,0.480060575,0.973060345,0.948043618,0.463900732,-0.168155789,0.155525239,0.30942623,0.051956382,0.014602916,0.026939655
T-Mobile myTouch U8680 (Huawei Phoenix),2012-08-01,2012.583333,2862,Phone,2012,8,T-Mobile,T-Mobile,128,0.499984741,0.062079576,0.699863138,0.165467626,0.154471545,0.380952381,0.017241379,0.480060575,0.982758621,0.972354073,0.465273506,-0.174283144,0.152742156,0.267622951,0.027645927,0.006466394,0.017241379
T-Mobile Samsung SGH-T879 Galaxy Note,2012-08-01,2012.583333,2863,Phone,2012,8,T-Mobile,T-Mobile,128,0.499984741,0.249999232,0.749885948,0.258992806,0.284552846,0.619047619,0.025431034,0.60676426,0.974568966,0.977228993,0.731742317,-0.127257018,0.208594816,0.40102459,0.022771007,0.015716335,0.025431034
Verizon Samsung SCH-i705  Galaxy Tab 2 7.0 4G LTE,2012-08-01,2012.583333,2864,Tab,2012,8,Verizon,Verizon Communications,143,0.499984741,0.125838031,0.599817517,0.381294964,0.375609756,0.281746032,0.061422414,0.315497224,0.938577586,0.97177678,0.444725951,0.183422531,0.510777626,0.300819672,0.02822322,0.043851573,0.061422414
ZTE Anthem 4G N910,2012-08-01,2012.583333,2865,Phone,2012,8,ZTE,ZTE,156,0.249977111,0.062079576,0.599817517,0.18705036,0.154471545,0.380952381,0.028017241,0.436648157,0.971982759,0.95574086,0.271583524,-0.114559659,0.167803547,0.331967213,0.04425914,0.015159626,0.028017241
Acer CloudMobile S500,2012-09-01,2012.666667,2866,Phone,2012,9,Acer,Acer,3,0.499984741,0.125838031,0.749885948,0.18705036,0.25203252,0.619047619,0.013362069,0.751640586,0.986637931,0.975625401,0.710178058,-0.305583401,0.161800819,0.319672131,0.024374599,0.008264994,0.013362069
Acer Liquid Gallant Duo AK330,2012-09-01,2012.666667,2867,Phone,2012,9,Acer,Acer,3,0.499984741,0.062079576,0.499771896,0.18705036,0.178861789,0.46031746,0.018318966,0.535840485,0.981681034,0.975689545,0.415783214,-0.166445549,0.16207367,0.327868852,0.024310455,0.00856476,0.018318966
Acer Liquid Gallant Duo E350,2012-09-01,2012.666667,2868,Phone,2012,9,Acer,Acer,3,0.499984741,0.062079576,0.499771896,0.18705036,0.178861789,0.46031746,0.018318966,0.535840485,0.981681034,0.975689545,0.415783214,-0.166445549,0.16207367,0.327868852,0.024310455,0.00856476,0.018318966
Alcatel One Touch OT-991D,2012-09-01,2012.666667,2869,Phone,2012,9,Alcatel,Alcatel-Lucent,6,0.124973296,0.008388246,0.399726275,0.165467626,0.089430894,0.222222222,0.018103448,0.254164563,0.981896552,0.969211033,-0.050846781,-0.014813114,0.167803547,0.299180328,0.030788967,0.00991371,0.018103448
Alcatel One Touch OT-993D,2012-09-01,2012.666667,2870,Phone,2012,9,Alcatel,Alcatel-Lucent,6,0.249977111,0.062079576,0.499771896,0.165467626,0.154471545,0.380952381,0.019396552,0.480060575,0.980603448,0.965362412,0.227224082,-0.14114467,0.156616644,0.309016393,0.034637588,0.010127829,0.019396552
Alcatel One Touch T20,2012-09-01,2012.666667,2871,Phone,2012,9,Alcatel,Alcatel-Lucent,6,0.499984741,0.062079576,0.499771896,0.381294964,0.375609756,0.281746032,0.057543103,0.315497224,0.942456897,0.964079538,0.369701803,0.177093308,0.451568895,0.348360656,0.035920462,0.048305248,0.057543103
Amazon Kindle Fire 7 HD 32GB,2012-09-01,2012.666667,2872,Phone,2012,9,Amazon,Amazon,7,0.499984741,0.499999488,0.599817517,0.381294964,0.479674797,0.380952381,0.109267241,0.530287733,0.890732759,0.973059654,0.69601498,0.22078567,0.508867667,0.360655738,0.026940346,0.064728176,0.109267241
Apple iPhone 5 16GB,2012-09-01,2012.666667,2873,Phone,2012,9,Apple,Apple Inc,10,0.499984741,0.249999232,0.599817517,0.165467626,0.219512195,0.547619048,0.011206897,0.715547703,0.988793103,0.990378448,0.623265238,-0.238717581,0.142155525,0.306557377,0.009621552,0.002355309,0.011206897
Apple iPhone 5 32GB,2012-09-01,2012.666667,2874,Phone,2012,9,Apple,Apple Inc,10,0.499984741,0.499999488,0.599817517,0.165467626,0.219512195,0.547619048,0.011206897,0.715547703,0.988793103,0.990378448,0.706628091,-0.159283843,0.142155525,0.306557377,0.009621552,0.002355309,0.011206897
